facility_name,location_type,restroom_type,restroom_latitude,restroom_longitude,restroom_location,restroom_open,restroom_accessibility,restroom_changing_stations,restroom_status
Russell Sage Playground,Park,Multi-Stall W/M Restrooms,40.72396,-73.851646,"c(-73.851646, 40.72396)",Year Round,Not Accessible,0,1
Ferry Point Golf Course,Park,,40.815276,-73.831236,"c(-73.831236, 40.815276)",Year Round,Unknown,0,0
City Line Park,Park,Multi-Stall W/M Restrooms,40.67953,-73.876243,"c(-73.876243, 40.67953)",Seasonal,Fully Accessible,0,1
Evergreen Park,Park,Multi-Stall W/M Restrooms,40.697049,-73.896392,"c(-73.896392, 40.697049)",Year Round,Not Accessible,0,1
Chester Playground,Park,Multi-Stall W/M Restrooms,40.669027,-73.911889,"c(-73.911889, 40.669027)",Unknown,Fully Accessible,0,0
"East Flatbush Library, BPL",Library,Single-Stall All Gender Restroom(s),40.655719,-73.914942,"c(-73.914942, 40.655719)",Year Round,Fully Accessible,1,1
210 St. Playground,Park,Multi-Stall W/M Restrooms,40.739236,-73.765093,"c(-73.765093, 40.739236)",Unknown,Not Accessible,0,0
Josephine Caminiti Playground,Park,Multi-Stall W/M Restrooms,40.743795,-73.861554,"c(-73.861554, 40.743795)",Year Round,Not Accessible,0,1
Dongan Playground,Park,Multi-Stall W/M Restrooms,40.582812,-74.089834,"c(-74.089834, 40.582812)",Year Round,Fully Accessible,0,1
Dr. Charles R. Drew Park,Park,Multi-Stall W/M Restrooms,40.680215,-73.802383,"c(-73.802383, 40.680215)",Seasonal,Not Accessible,0,1
Gen. Douglas MacArthur Park,Park,Multi-Stall W/M Restrooms,40.58593,-74.100791,"c(-74.100791, 40.58593)",Year Round,Fully Accessible,0,1
Nautilus Playground,Park,Multi-Stall W/M Restrooms,40.684648,-73.770251,"c(-73.770251, 40.684648)",Unknown,Not Accessible,0,1
"Red Hook Library, BPL",Library,,40.675249,-74.010344,"c(-74.010344, 40.675249)",Year Round,Unknown,0,0
Bay Terrace Playground,Park,Multi-Stall W/M Restrooms,40.782441,-73.777276,"c(-73.777276, 40.782441)",Year Round,Not Accessible,0,1
Scylla Playground,Park,,40.783722,-73.926221,"c(-73.926221, 40.783722)",Year Round,Fully Accessible,0,1
61 West 62nd Street POPS,Privately Owned Public Space,Single-Stall All Gender Restroom(s),40.771123,-73.982838,"c(-73.982838, 40.771123)",Year Round,Fully Accessible,1,1
"Glendale Library, QPL",Library,Single-Stall All Gender Restroom(s),40.702594,-73.875746,"c(-73.875746, 40.702594)",Year Round,Unknown,1,1
Vleigh Playground,Park,Multi-Stall W/M Restrooms,40.729857,-73.816234,"c(-73.816234, 40.729857)",Year Round,Not Accessible,0,1
Russell Pedersen Playground,Park,Multi-Stall W/M Restrooms,40.62642,-74.03634,"c(-74.03634, 40.62642)",Seasonal,Not Accessible,0,1
Tompkins Square Park,Park,Multi-Stall W/M Restrooms,40.726834,-73.981415,"c(-73.981415, 40.726834)",Unknown,Fully Accessible,0,0
Angelo Campanaro Playground,Park,Multi-Stall W/M Restrooms,40.867904,-73.842368,"c(-73.842368, 40.867904)",Year Round,Fully Accessible,0,1
Austin J. McDonald Playground,Park,Multi-Stall W/M Restrooms,40.629525,-74.115108,"c(-74.115108, 40.629525)",Year Round,Fully Accessible,0,1
"96th Street Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.785968,-73.951807,"c(-73.951807, 40.785968)",Year Round,Partially Accessible,1,1
Stanley Isaacs Playground,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.782933,-73.944561,"c(-73.944561, 40.782933)",Seasonal,Fully Accessible,0,1
Fairview Park Zone 1,Park,Multi-Stall W/M Restrooms,40.531652,-74.232599,"c(-74.232599, 40.531652)",Year Round,Fully Accessible,0,1
"Hamilton Fish Park Library, NYPL",Library,,40.719788,-73.979425,"c(-73.979425, 40.719788)",Future,Unknown,0,0
"Peninsula Library, QPL",Library,Single-Stall All Gender Restroom(s),40.585872,-73.816066,"c(-73.816066, 40.585872)",Year Round,Unknown,1,1
Bayside Playground,Park,Multi-Stall W/M Restrooms,40.584982,-73.824979,"c(-73.824979, 40.584982)",Unknown,Fully Accessible,0,0
Beach 30th St. Playground,Park,Multi-Stall W/M Restrooms,40.592435,-73.76265,"c(-73.76265, 40.592435)",Year Round,Fully Accessible,0,1
Alley Pond Park Driving Range,Park,,40.765302,-73.749189,"c(-73.749189, 40.765302)",Year Round,Unknown,0,0
Van Cortlandt Stadium,Park,Multi-Stall W/M Restrooms,40.888285,-73.898126,"c(-73.898126, 40.888285)",Unknown,Fully Accessible,0,0
Dry Harbor Playground,Park,Multi-Stall W/M Restrooms,40.70232,-73.868145,"c(-73.868145, 40.70232)",Year Round,Not Accessible,0,1
"Broad Channel Library, QPL",Library,Single-Stall All Gender Restroom(s),40.60074,-73.820054,"c(-73.820054, 40.60074)",Year Round,Unknown,1,1
Sgt. William Dougherty Playground,Park,Multi-Stall W/M Restrooms,40.723531,-73.936951,"c(-73.936951, 40.723531)",Year Round,Fully Accessible,0,1
Murray Playground,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.747259,-73.948932,"c(-73.948932, 40.747259)",Year Round,Fully Accessible,0,1
"Pacific Library, BPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.683475,-73.978585,"c(-73.978585, 40.683475)",Year Round,Partially Accessible,1,1
Hudson River Park Pier 25,Park,,40.719928,-74.012697,"c(-74.012697, 40.719928)",Year Round,Fully Accessible,0,1
Playground Of The Stars,Park,Multi-Stall W/M Restrooms,40.8356,-73.899721,"c(-73.899721, 40.8356)",Year Round,Fully Accessible,0,1
Maria Hernandez Park,Park,Multi-Stall W/M Restrooms,40.702998,-73.92404,"c(-73.92404, 40.702998)",Seasonal,Not Accessible,0,1
"Fort Washington Library, NYPL",Library,,40.847878,-73.933867,"c(-73.933867, 40.847878)",Future,Unknown,0,0
Real Good Playground,Park,Multi-Stall W/M Restrooms,40.735517,-73.857237,"c(-73.857237, 40.735517)",Seasonal,Fully Accessible,0,1
Bloomingdale Playground,Park,Multi-Stall W/M Restrooms,40.535012,-74.208479,"c(-74.208479, 40.535012)",Year Round,Fully Accessible,0,1
Paerdegat Basin Marina 5,Park,,40.627513,-73.905176,"c(-73.905176, 40.627513)",Year Round,Unknown,0,0
Evelyn's Playground,Park,Single-Stall All Gender Restroom(s),40.736309,-73.989588,"c(-73.989588, 40.736309)",Year Round,Fully Accessible,0,1
Springfield Park,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.660826,-73.762342,"c(-73.762342, 40.660826)",Year Round,Fully Accessible,0,1
136 St Playground,Park,Multi-Stall W/M Restrooms,40.78496,-73.832844,"c(-73.832844, 40.78496)",Year Round,Fully Accessible,0,1
Commodore Barry Park,Park,Multi-Stall W/M Restrooms,40.697584,-73.979251,"c(-73.979251, 40.697584)",Seasonal,Fully Accessible,0,1
P.O. Serrano Playground,Park,Multi-Stall W/M Restrooms,40.823482,-73.850522,"c(-73.850522, 40.823482)",Year Round,Fully Accessible,0,1
Brower Park,Park,Multi-Stall W/M Restrooms,40.673837,-73.943836,"c(-73.943836, 40.673837)",Year Round,Fully Accessible,0,1
Alexander Hamilton Playground,Park,Multi-Stall W/M Restrooms,40.82296,-73.951098,"c(-73.951098, 40.82296)",Year Round,Not Accessible,0,1
Herman Dolgon Playground,Park,Multi-Stall W/M Restrooms,40.598167,-73.939561,"c(-73.939561, 40.598167)",Year Round,Not Accessible,0,1
Marble Hill Playground,Park,Multi-Stall W/M Restrooms,40.877693,-73.907905,"c(-73.907905, 40.877693)",Year Round,Fully Accessible,0,1
Nostrand Playground,Park,Multi-Stall W/M Restrooms,40.638401,-73.947472,"c(-73.947472, 40.638401)",Year Round,Fully Accessible,0,1
South Shore Restaurant,Park,,40.551624,-74.204853,"c(-74.204853, 40.551624)",Year Round,Unknown,0,1
Brady Playground,Park,Multi-Stall W/M Restrooms,40.851432,-73.868622,"c(-73.868622, 40.851432)",Year Round,Fully Accessible,0,1
"Canarsie Library, BPL",Library,Single-Stall All Gender Restroom(s),40.642217,-73.899526,"c(-73.899526, 40.642217)",Year Round,Partially Accessible,1,1
Jackie Robinson Park Playground,Park,Multi-Stall W/M Restrooms,40.680231,-73.927297,"c(-73.927297, 40.680231)",Year Round,Partially Accessible,0,1
Arrochar Playground,Park,Multi-Stall W/M Restrooms,40.597842,-74.071231,"c(-74.071231, 40.597842)",Year Round,Fully Accessible,0,1
Hudson Beach Volleyball Courts & Café,Park,,40.802584,-73.971885,"c(-73.971885, 40.802584)",Seasonal,Unknown,0,1
Fordham Plaza APT,Public Plaza,Single-Stall All Gender Restroom(s),40.860834,-73.891159,"c(-73.891159, 40.860834)",Year Round,Fully Accessible,0,1
Coney Island Beach Zone 2b,Park,Multi-Stall W/M Restrooms,40.574649,-73.964456,"c(-73.964456, 40.574649)",Seasonal,Fully Accessible,0,1
Francis Lewis Park,Park,Multi-Stall W/M Restrooms,40.796267,-73.825668,"c(-73.825668, 40.796267)",Year Round,Not Accessible,0,1
Classic Playground,Park,Multi-Stall W/M Restrooms,40.783731,-73.986426,"c(-73.986426, 40.783731)",Year Round,Fully Accessible,0,1
"Cortelyou Library, BPL",Library,Single-Stall All Gender Restroom(s),40.640812,-73.965966,"c(-73.965966, 40.640812)",Year Round,Fully Accessible,0,1
The Painter's Playground,Park,Multi-Stall W/M Restrooms,40.720419,-73.859666,"c(-73.859666, 40.720419)",Year Round,Not Accessible,0,1
Martinez Playground,Park,,40.708991,-73.944359,"c(-73.944359, 40.708991)",Unknown,Unknown,0,0
Clove Lakes Rink,Park,,40.615832,-74.1079,"c(-74.1079, 40.615832)",Seasonal,Unknown,0,1
Moore Playground,Park,,40.809697,-73.939156,"c(-73.939156, 40.809697)",Year Round,Unknown,0,1
550 Madison Avenue POPS,Privately Owned Public Space,Multi-Stall W/M Restrooms,40.76147,-73.973505,"c(-73.973505, 40.76147)",Year Round,Fully Accessible,1,1
Torsney Playground,Park,Multi-Stall W/M Restrooms,40.747265,-73.922042,"c(-73.922042, 40.747265)",Year Round,Not Accessible,0,1
Morningside Playground,Park,Multi-Stall W/M Restrooms,40.806791,-73.957849,"c(-73.957849, 40.806791)",Unknown,Not Accessible,0,0
Penn Station LIRR Restroom,Transit,,40.750588,-73.993581,"c(-73.993581, 40.750588)",Year Round,Unknown,0,1
Westbourne Playground,Park,Multi-Stall W/M Restrooms,40.608307,-73.764591,"c(-73.764591, 40.608307)",Year Round,Not Accessible,0,1
"Elmhurst Library, QPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.738563,-73.876823,"c(-73.876823, 40.738563)",Year Round,Unknown,0,1
Mill Pond Indoor Tennis,Park,,40.824175,-73.931564,"c(-73.931564, 40.824175)",Year Round,Unknown,0,1
Orchard Beach Snack Bars & Mobile Units,Park,,40.865136,-73.794799,"c(-73.794799, 40.865136)",Year Round,Unknown,0,1
Joseph Austin Playground,Park,Multi-Stall W/M Restrooms,40.715694,-73.801151,"c(-73.801151, 40.715694)",Year Round,Partially Accessible,0,1
Sankofa Park,Park,Multi-Stall W/M Restrooms,40.665455,-73.886029,"c(-73.886029, 40.665455)",Unknown,Fully Accessible,0,0
Brooklyn Bridge Park Pier 1,Park,,40.70267,-73.99522,"c(-73.99522, 40.70267)",Year Round,Fully Accessible,0,1
"Baychester Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.870762,-73.829317,"c(-73.829317, 40.870762)",Year Round,Fully Accessible,0,1
"Homecrest Library, BPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.595245,-73.960601,"c(-73.960601, 40.595245)",Year Round,Fully Accessible,1,1
"New Utrecht Library, BPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.608018,-74.003378,"c(-74.003378, 40.608018)",Year Round,Fully Accessible,1,1
Spring Creek Park Zone 1,Park,Multi-Stall W/M Restrooms,40.649166,-73.873824,"c(-73.873824, 40.649166)",Seasonal,Fully Accessible,0,1
Wright Brothers Playground,Park,Multi-Stall W/M Restrooms,40.831692,-73.9416,"c(-73.9416, 40.831692)",Year Round,Fully Accessible,0,1
"Sunnyside Library, QPL",Library,Single-Stall All Gender Restroom(s),40.740855,-73.921669,"c(-73.921669, 40.740855)",Year Round,Unknown,1,1
Pelham Bay/ Split Rock Golf,Park,,40.880138,-73.806141,"c(-73.806141, 40.880138)",Year Round,Unknown,0,0
Gerard P. Dugan Playground,Park,Multi-Stall W/M Restrooms,40.561561,-74.111472,"c(-74.111472, 40.561561)",Year Round,Fully Accessible,0,1
Sherman Creek,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.857796,-73.922035,"c(-73.922035, 40.857796)",Year Round,Fully Accessible,0,1
"Library for the Performing Arts, Dorothy and Lewis B. Cullman Center Library, NYPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.773515,-73.984548,"c(-73.984548, 40.773515)",Year Round,Fully Accessible,0,1
Saratoga Park,Park,Multi-Stall W/M Restrooms,40.68506,-73.919017,"c(-73.919017, 40.68506)",Year Round,Partially Accessible,0,1
Bloomingdale Playground,Park,Multi-Stall W/M Restrooms,40.799368,-73.966214,"c(-73.966214, 40.799368)",Year Round,Fully Accessible,0,1
Rose Hill Park,Park,Multi-Stall W/M Restrooms,40.861725,-73.890761,"c(-73.890761, 40.861725)",Seasonal,Fully Accessible,0,1
Martin Luther King Jr. Playground,Park,Multi-Stall W/M Restrooms,40.667421,-73.890205,"c(-73.890205, 40.667421)",Year Round,Fully Accessible,0,1
Slope Park Playground,Park,Multi-Stall W/M Restrooms,40.661302,-73.989333,"c(-73.989333, 40.661302)",Year Round,Not Accessible,0,1
"Van Cortlandt Mansion, Tennis Courts, Memorial Grove",Park,,40.891109,-73.893936,"c(-73.893936, 40.891109)",Year Round,Unknown,0,1
"Woodstock Library, NYPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.820627,-73.904649,"c(-73.904649, 40.820627)",Year Round,Fully Accessible,0,1
Lookout Hill,Park,Multi-Stall W/M Restrooms,40.656907,-73.970375,"c(-73.970375, 40.656907)",Year Round,Not Accessible,0,1
Flushing Meadows Golf Course,Park,,40.751447,-73.840083,"c(-73.840083, 40.751447)",Year Round,Unknown,0,0
El Shabazz Playground,Park,Multi-Stall W/M Restrooms,40.682689,-73.930705,"c(-73.930705, 40.682689)",Year Round,Partially Accessible,0,1
Watson Gleason Playground,Park,Multi-Stall W/M Restrooms,40.829028,-73.869112,"c(-73.869112, 40.829028)",Year Round,Fully Accessible,0,1
Frontera Park,Park,Multi-Stall W/M Restrooms,40.724875,-73.895406,"c(-73.895406, 40.724875)",Seasonal,Fully Accessible,0,1
Cadman Plaza Park,Park,Multi-Stall W/M Restrooms,40.698452,-73.990628,"c(-73.990628, 40.698452)",Year Round,Fully Accessible,0,1
Rainey Park Playground,Park,Multi-Stall W/M Restrooms,40.765347,-73.941042,"c(-73.941042, 40.765347)",Unknown,Not Accessible,0,0
Eleanor Roosevelt Playground,Park,Multi-Stall W/M Restrooms,40.692747,-73.935804,"c(-73.935804, 40.692747)",Year Round,Fully Accessible,0,1
Crotona Park Tennis House & Courts,Park,,40.840041,-73.895348,"c(-73.895348, 40.840041)",Year Round,Unknown,0,1
Baisley Pond Park Zone 3,Park,Multi-Stall W/M Restrooms,40.67779,-73.784129,"c(-73.784129, 40.67779)",Year Round,Fully Accessible,0,1
Seba Playground,Park,Multi-Stall W/M Restrooms,40.589633,-73.920992,"c(-73.920992, 40.589633)",Year Round,Fully Accessible,0,1
Grand Central Parkway Gas,Park,,40.765016,-73.861689,"c(-73.861689, 40.765016)",Year Round,Unknown,0,1
Herald Square,Park,Multi-Stall All Gender Restrooms,40.750455,-73.987505,"c(-73.987505, 40.750455)",Year Round,Fully Accessible,0,1
North Rochdale Playground,Park,Multi-Stall W/M Restrooms,40.680069,-73.775129,"c(-73.775129, 40.680069)",Year Round,Not Accessible,0,1
Bayside Fields,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.773053,-73.78496,"c(-73.78496, 40.773053)",Seasonal,Fully Accessible,0,1
"Starvos Niarchos Foundation Library, NYPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.7519,-73.9817,"c(-73.9817, 40.7519)",Year Round,Fully Accessible,0,1
Redfern Playground,Park,Multi-Stall W/M Restrooms,40.611049,-73.749098,"c(-73.749098, 40.611049)",Year Round,Fully Accessible,0,1
"Kensington Library, BPL",Library,Single-Stall All Gender Restroom(s),40.6313,-73.975437,"c(-73.975437, 40.6313)",Year Round,Fully Accessible,1,1
"Howard Beach Library, QPL",Library,Single-Stall All Gender Restroom(s),40.663819,-73.841804,"c(-73.841804, 40.663819)",Year Round,Unknown,1,1
Cypress Hills Playground,Park,Multi-Stall W/M Restrooms,40.670751,-73.871083,"c(-73.871083, 40.670751)",Year Round,Fully Accessible,0,1
McKinley Playground,Park,Multi-Stall W/M Restrooms,40.724269,-73.985628,"c(-73.985628, 40.724269)",Year Round,Fully Accessible,0,1
"West Farms Library, NYPL",Library,,40.844653,-73.883013,"c(-73.883013, 40.844653)",Future,Unknown,0,0
Marconi Park,Park,Multi-Stall W/M Restrooms,40.693294,-73.795584,"c(-73.795584, 40.693294)",Unknown,Not Accessible,0,0
Bushwick Playground,Park,Multi-Stall W/M Restrooms,40.701712,-73.939483,"c(-73.939483, 40.701712)",Year Round,Fully Accessible,0,1
Cherry Tree Park,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.787168,-73.947233,"c(-73.947233, 40.787168)",Year Round,Fully Accessible,0,1
Hunters Point South,Park,Multi-Stall W/M Restrooms,40.738411,-73.960924,"c(-73.960924, 40.738411)",Year Round,Fully Accessible,0,1
Drew Playground,Park,Multi-Stall W/M Restrooms,40.832982,-73.903326,"c(-73.903326, 40.832982)",Year Round,Fully Accessible,0,1
Van Cortlandt Pool,Park,,40.890661,-73.897424,"c(-73.897424, 40.890661)",Year Round,Unknown,0,1
"St. George Library Center, NYPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.641808,-74.07668,"c(-74.07668, 40.641808)",Year Round,Fully Accessible,0,1
Crotona Park Indoor Tennis,Park,,40.839595,-73.895042,"c(-73.895042, 40.839595)",Year Round,Unknown,0,1
Fermi Playground,Park,Multi-Stall W/M Restrooms,40.700313,-73.928534,"c(-73.928534, 40.700313)",Year Round,Not Accessible,0,1
Forest Park Golf Course,Park,,40.699719,-73.86408,"c(-73.86408, 40.699719)",Year Round,Unknown,0,0
"Edenwald Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.888903,-73.840839,"c(-73.840839, 40.888903)",Year Round,Fully Accessible,0,1
"St. Agnes Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.784843,-73.977454,"c(-73.977454, 40.784843)",Year Round,Fully Accessible,1,1
Northern Playground,Park,Multi-Stall W/M Restrooms,40.756285,-73.874495,"c(-73.874495, 40.756285)",Year Round,Not Accessible,0,1
Castle Clinton National Monument,Park,,40.703407,-74.016429,"c(-74.016429, 40.703407)",Year Round,Unknown,0,1
Louis Pasteur Park,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.761764,-73.735398,"c(-73.735398, 40.761764)",Year Round,Fully Accessible,0,1
Carver Playground,Park,Multi-Stall W/M Restrooms,40.680447,-73.920513,"c(-73.920513, 40.680447)",Seasonal,Partially Accessible,0,1
"Corona Library, QPL",Library,Single-Stall All Gender Restroom(s),40.750902,-73.861978,"c(-73.861978, 40.750902)",Year Round,Unknown,1,1
Soundview Park,Park,Multi-Stall W/M Restrooms,40.818019,-73.870393000000007,"c(-73.870393, 40.818019)",Year Round,Fully Accessible,0,1
Bill Rainey Park,Park,Multi-Stall W/M Restrooms,40.818759,-73.898325,"c(-73.898325, 40.818759)",Year Round,Fully Accessible,0,1
DiGilio Playground,Park,Multi-Stall W/M Restrooms,40.632764,-73.97727,"c(-73.97727, 40.632764)",Year Round,Not Accessible,0,1
Coney Island Beach Zone 2a,Park,Multi-Stall W/M Restrooms,40.574934,-73.959762,"c(-73.959762, 40.574934)",Year Round,Fully Accessible,0,1
Playground Eighty LXXX,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.744859,-73.709589,"c(-73.709589, 40.744859)",Seasonal,Fully Accessible,0,1
Bayview Playground,Park,Multi-Stall W/M Restrooms,40.634948,-73.887219,"c(-73.887219, 40.634948)",Year Round,Fully Accessible,0,1
Ancient Playground,Park,Multi-Stall W/M Restrooms,40.780996,-73.961592,"c(-73.961592, 40.780996)",Year Round,Fully Accessible,0,1
Sol Lain Playground,Park,Multi-Stall W/M Restrooms,40.71441,-73.983979,"c(-73.983979, 40.71441)",Seasonal,Fully Accessible,0,1
E.M.T. Christopher J. Prescott Playground,Park,Multi-Stall W/M Restrooms,40.522489,-74.185827,"c(-74.185827, 40.522489)",Year Round,Fully Accessible,0,1
Virginia Playground,Park,Multi-Stall W/M Restrooms,40.834325,-73.862182,"c(-73.862182, 40.834325)",Year Round,Fully Accessible,0,1
